id^title^url^summary^timestamp^datetime^user_name^source_website^category^content168^hot^rel_score^sensi
http://stock.huagu.com/f10/300003/notices/6522830.html^乐普医疗:关于向中船重工财务有限责任公司申请综合授信额度并涉及...^http://stock.huagu.com/f10/300003/notices/6522830.html^规定的所有登记、备案和资料提供等事宜。  根据《深交所创业板股票上市规则》的相关规定,财务公司属于公司的关联 法人,向财务公司申请综合授信涉及关联交易。 二、...  ^1416844800^2014-11-25 00:00:00^华股财经^baidu_ns_search^keywords_corp_baidu.txt^^^32.79964695498676^
http://stock.jrj.com.cn/share,disc,2014-11-25,300003,0000000000000ahkan.shtml^乐普医疗(300003)个股公告正文-龙虎榜单-行情中心-股票频道-金融界^http://stock.jrj.com.cn/share,disc,2014-11-25,300003,0000000000000ahkan.shtml^ 公司总股本 812,000,000 股,出席本次会议的股东及股东授权的代理人共16 人,所持股份 481,713,001 股,占公司有表决权股份总数的 59.3243%,其中:出席现场...  ^1416844800^2014-11-25 00:00:00^金融界^baidu_ns_search^keywords_corp_baidu.txt^^^35.55339805825243^
http://download.hexun.com/Txtdata/stock_detail_txt_1200417098.shtml^乐普医疗:关于公司向银行申请综合授信额度的公告^http://download.hexun.com/Txtdata/stock_detail_txt_1200417098.shtml^证券代码:300003 证券简称:乐普医疗 公告编号:2014-088  乐普(北京)医疗器械股份有限公司  关于公司向银行申请综合授信额度的公告  本公司及董事会全体成员保证...  ^1416844800^2014-11-25 00:00:00^和讯网^baidu_ns_search^keywords_corp_baidu.txt^^^264.4386584289497^
http://stock.jrj.com.cn/share,disc,2014-11-25,300003,0000000000000ahjyw.shtml^乐普医疗(300003)个股公告正文-龙虎榜单-行情中心-股票频道-金融界^http://stock.jrj.com.cn/share,disc,2014-11-25,300003,0000000000000ahjyw.shtml^ 本公司及董事会全体成员保证公告内容真实、准确和完整,没有虚假记载、误导性陈述或重大遗漏。 2014 年 11 月 23 日,有关媒体刊登标题为《乐普医疗 5.7 亿购...  ^1416844800^2014-11-25 00:00:00^金融界^baidu_ns_search^keywords_corp_baidu.txt^^^144.1906443071491^
http://stock.jrj.com.cn/share,disc,2014-11-25,300003,0000000000000ahkat.shtml^乐普医疗^http://stock.jrj.com.cn/share,disc,2014-11-25,300003,0000000000000ahkat.shtml^ 乐普(北京)医疗器械股份有限公司(以下简称“公司”)于 2014 年 11月 25 日召开公司第三届董事会第八次会议,本次会议审议通过了《关于公司向银行申请综合授信...  ^1416844800^2014-11-25 00:00:00^金融界^baidu_ns_search^keywords_corp_baidu.txt^^^127.85657546337157^
http://news.cjn.cn/sywh/201411/t2575792.htm^武船造吨位最大出口军贸舰 将成尼日利亚海军最先进舰艇^http://news.cjn.cn/sywh/201411/t2575792.htm^(武汉晚报 通讯员黄玲 记者谭德磊)昨天,我国首艘出口到尼日利亚的新型近海巡逻舰在江苏启东正式交付。这是武船集团承制的吨位最大的出口军贸舰艇。 该舰名为“...  ^1417132440^2014-11-28 07:54:00^长江网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://www.cfi.net.cn/p20141125001727.html^[提示]中国重工:关于实施“重工转债”赎回事宜的第七次提示公告^http://www.cfi.net.cn/p20141125001727.html^ 易和转股;本次提前赎回完成后,“重工转债”将在上海证券交易所摘牌。 中国船舶重工股份有限公司(以下简称“公司”)的股票自2014年09月...  ^1416907942^2014-11-25 17:32:22^中国财经信息网^baidu_ns_search^keywords_corp_baidu.txt^^^4.83892321270962^
http://stock.huagu.com/f10/300003/news/2328934.html^乐普医疗:澄清公告^http://stock.huagu.com/f10/300003/news/2328934.html^乐普医疗收购的浙江新东港药业股份有限公司在环境保护方面严格遵守法律法规要求,不存在因违反环境保护方面的法律、法规和规范性文件而被处罚的情况;阿托伐他汀钙片更...  ^1416844800^2014-11-25 00:00:00^华股财经^baidu_ns_search^keywords_corp_baidu.txt^^^134.4165931156222^
http://stock.huagu.com/f10/300003/notices/6522826.html^乐普医疗:2014年第三次临时股东大会的法律意见书^http://stock.huagu.com/f10/300003/notices/6522826.html^符合真实、准确、完整的要求,有关副本、复印件等材料与原始材料一致。  在本法律意见书中,本所律师仅对本次股东大会的召集、召开程序、出席 本次股东大会人员和...  ^1416844800^2014-11-25 00:00:00^华股财经^baidu_ns_search^keywords_corp_baidu.txt^^^32.79964695498676^
http://www.howbuy.com/news/2014-11-25/2759804.html^乐普医疗:2014年第三次临时股东大会决议^http://www.howbuy.com/news/2014-11-25/2759804.html^乐普医疗2014年第三次临时股东大会于2014年11月25日召开,审议通过《关于公司符合非公开发行股票条件》的议案、《关于公司非公开发行股票方案》的议案、《关于修改...  ^1416915600^2014-11-25 19:40:00^好买理财^baidu_ns_search^keywords_corp_baidu.txt^^^124.603706972639^
http://whwb.cjn.cn/html/2014-11/28/content_5393263.htm^武船造出吨位最大的出口军贸舰艇^http://whwb.cjn.cn/html/2014-11/28/content_5393263.htm^这是武船集团承制的吨位最大的出口军贸舰艇。 该舰名为“世纪”号,总长95.5米,型宽12.2米,吃水3.3米,排水量1800吨,采用长桥楼结构形式、双机双桨推进、双...  ^1417120083^2014-11-28 04:28:03^武汉晚报^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://download.hexun.com/Txtdata/stock_detail_txt_1200417084.shtml^乐普医疗:2014年第三次临时股东大会决议公告^http://download.hexun.com/Txtdata/stock_detail_txt_1200417084.shtml^ 2、本次股东大会以现场投票和网络投票相结合的方式召开。  一、会议召开和出席情况  乐普(北京)医疗器械股份有限公司(以下简称“公司” )2014 年第三次 临时...  ^1417036507^2014-11-27 05:15:07^和讯网^baidu_ns_search^keywords_corp_baidu.txt^^^135.59885260370694^
http://stock.10jqka.com.cn/comment/568647624.shtml^话题:乐普医疗:2014年第三次临时股东大会决议^http://stock.10jqka.com.cn/comment/568647624.shtml^证券时报网(www.stcn.com)11月25日讯乐普医疗(300003)11月25日公告, 乐普医疗2014年第三次临时股东大会于2014年11月25日召开,审议通过《关于公司符合非公开发...  ^1417164898^2014-11-28 16:54:58^同花顺金融网^baidu_ns_search^keywords_corp_baidu.txt^^^231.89938217122685^
http://news.ifeng.com/a/20141127/42587219_0.shtml^中国出口尼日利亚新型巡逻舰正式交付^http://news.ifeng.com/a/20141127/42587219_0.shtml^ 中船重工武船集团副总经理蔡礼斌介绍,该舰经过舰艇的动力、通信导航、生活保障、溢油回收、喷气燃料、作战系统等海上试验。 试验显示,巡逻舰最大航速达22.48节,...  ^1417072860^2014-11-27 15:21:00^凤凰网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://www.tianjinwe.com/rollnews/201411/t20141126_632581.html^“山东和谐”轮交付使用^http://www.tianjinwe.com/rollnews/201411/t20141126_632581.html^ 11月18日,由山东海运股份有限公司投资、中船重工船舶设计研究中心设计、青岛... ·2017年北运河三地初通航 &quot;坐船赴京&quot;可期 ·天津今明两年百万市民身份证...  ^1416944622^2014-11-26 03:43:42^天津网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://news.10jqka.com.cn/comment/567961387.shtml^话题:[个股异动]中国重工(601989):大笔买入(2014-10-22 09:30:05)^http://news.10jqka.com.cn/comment/567961387.shtml^&nbsp;&nbsp;&nbsp;&nbsp;截至09:30,中国重工报6.49,涨0.46%,大笔买入共10033手; &nbsp;&nbsp;&nbsp;&nbsp;昨日(2014-10-21)主力流入37504.27万元,...  ^1416802753^2014-11-24 12:19:13^同花顺金融服务网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://guba.sina.com.cn/?s=thread&tid=91193187&bid=1750^中国重工(sh601989)&gt; 浏览帖子^http://guba.sina.com.cn/?s=thread&tid=91193187&bid=1750^ 中国重工:。后期必须需要注意的一些操  中国重工,,,这两个指标纷纷揭露接  死股一个! 新浪推荐 换一换 本吧信息 吧主:  我要做吧主 其他...  ^1417120111^2014-11-28 04:28:31^新浪网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://stock.jrj.com.cn/hotstock/2014/11/24151318410490.shtml^收盘:中国重工涨4.13%报6.05元 换手2.01%^http://stock.jrj.com.cn/hotstock/2014/11/24151318410490.shtml^ 金融界股票11月24日讯 今日中国重工开盘报5.86元,截止收盘,该股涨4.13%报6.05元,当日振幅为4.3%,换手2.01%,成交金额为19.52亿元。5日内涨幅为0.96%...  ^1416813188^2014-11-24 15:13:08^金融界^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://news.10jqka.com.cn/comment/568441998.shtml^话题:中国重工:2014-11-14融资融券明细^http://news.10jqka.com.cn/comment/568441998.shtml^融资融券明细(2014-11-14) 证券代码证券名称融资余额(元)融资买入额(元)融资偿还额(元)融券余量(股)融券卖出量(股)融券偿还量(股)601989中国重工4,084,831,...  ^1416842841^2014-11-24 23:27:21^同花顺金融服务网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://stock.10jqka.com.cn/comment/568304893.shtml^话题:乐普医疗:股票复牌^http://stock.10jqka.com.cn/comment/568304893.shtml^证券时报网(www.stcn.com)11月07日讯乐普医疗(300003)11月7日公告, 乐普医疗因筹划非公开发行股票事项,于2014年10月17日披露了《关于筹划重大事项停牌的公告》...  ^1416648760^2014-11-22 17:32:40^同花顺金融网^baidu_ns_search^keywords_corp_baidu.txt^^^247.39099735216237^
http://news.ifeng.com/a/20141127/42588658_0.shtml^国家科技支撑计划加大对云南三个方向的重点支持^http://news.ifeng.com/a/20141127/42588658_0.shtml^该项目由云南省机械研究设计院、云南 CY 集团有限公司、昆明船舶设备集团有限公司、昆明克林轻工机械有限责任公司、北京机械工业自动化研究所共同承担。以数控技术和...  ^1417097100^2014-11-27 22:05:00^凤凰网^baidu_ns_search^keywords_corp_baidu.txt^^^6.1562224183583405^
http://money.163.com/14/1127/00/AC14J9KP00254R91.html^长油以股抵债重整草案获通过 重新上市再等三年^http://money.163.com/14/1127/00/AC14J9KP00254R91.html^此外,China VLCC以9022.75万美元同时收购的一艘由中国船舶工业贸易公司和广州中船龙穴造船有限公司于2014年建造完成的载重32.1万吨的VLCC,或许也是原来属于长油3的...  ^1417021001^2014-11-27 00:56:41^网易财经^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://www.cfi.net.cn/p20141125002163.html^[股东会]乐普医疗:关于召开2014年第四次临时股东大会的通知^http://www.cfi.net.cn/p20141125002163.html^[股东会]乐普医疗:关于召开2014年第四次临时股东大会的通知时间:2014年11月25日 19:31:28 中财网 证券代码:300003 证券简称:乐普医疗 公告编号:2014-090 乐...  ^1416915088^2014-11-25 19:31:28^中国财经信息网^baidu_ns_search^keywords_corp_baidu.txt^^^236.7890556045896^
http://stock.huagu.com/f10/300003/notices/6522831.html^乐普医疗:关于召开2014年第四次临时股东大会的通知^http://stock.huagu.com/f10/300003/notices/6522831.html^下午15:00 至 2014 年 12 月 11 日下午 15:00 期间的任意时间。  4、现场会议召开地点:北京市昌平区超前路 37 号乐普医疗公司会议室  5、会议召开的合法...  ^1416844800^2014-11-25 00:00:00^华股财经^baidu_ns_search^keywords_corp_baidu.txt^^^125.7714033539276^
http://xueqiu.com/1362970373/32950227^乐普医疗布局全产业链被指“摊子太大”,龙虎榜显示机构分歧^http://xueqiu.com/1362970373/32950227^ 大智慧阿思达克通讯社11月12日讯,停牌将近一个月的乐普医疗(300003.SZ)周一(10日)携5.7亿收购方案复牌。复牌当天换手率大幅上升,龙虎榜数据显示,买卖前10名...  ^1416751080^2014-11-23 21:58:00^雪球网^baidu_ns_search^keywords_corp_baidu.txt^^^119.61518093556927^
http://news.10jqka.com.cn/field/20141125/568648127.shtml^【公告解读】乐普医疗:澄清公告 - 同花顺金融服务网^http://news.10jqka.com.cn/field/20141125/568648127.shtml^该澄清公告对公司股价影响正面。(山东神光金融研究所) 分享到: ...  ^1416925942^2014-11-25 22:32:22^同花顺金融服务网^baidu_ns_search^keywords_corp_baidu.txt^^^66.6496028243601^
http://app.finance.ifeng.com/data/stock/ggzw/300003/14819988^乐普医疗:2014年第三次临时股东大会决议公告^http://app.finance.ifeng.com/data/stock/ggzw/300003/14819988^ 证券代码:300003 证券简称:乐普医疗 公告编号:2014-085  乐普(北京)医疗器械股份有限公司  2014 年第三次临时股东大会决议公告 ...  ^1416844800^2014-11-25 00:00:00^凤凰网^baidu_ns_search^keywords_corp_baidu.txt^^^269.99205648720215^
http://stock.huagu.com/f10/300003/notices/6522825.html^乐普医疗:2014年第三次临时股东大会决议公告^http://stock.huagu.com/f10/300003/notices/6522825.html^过深圳证券交易所互联网系统投票的具体时间为 2014 年 11 月 24 日下午 15: 00 至 2014 年 11 月 25 日下午 15:00 期间的任意时间。  公司总股本 812,...  ^1416844800^2014-11-25 00:00:00^华股财经^baidu_ns_search^keywords_corp_baidu.txt^^^37.45984112974404^
http://www.cfi.net.cn/newspage.aspx?id=20141125002064^[澄清]乐普医疗:澄清公告^http://www.cfi.net.cn/newspage.aspx?id=20141125002064^[澄清]乐普医疗:澄清公告时间:2014年11月25日 18:31:03 中财网 证券代码:300003 证券简称:乐普医疗 公告编号:2014-091 乐普(北京)医疗器械股份有限公司 澄清...  ^1416911463^2014-11-25 18:31:03^中国财经信息网^baidu_ns_search^keywords_corp_baidu.txt^^^371.4518976169461^
http://news.10jqka.com.cn/comment/568248331.shtml^话题:风帆股份(600482):该股进入多头行情中 股价短线上涨概率较大...^http://news.10jqka.com.cn/comment/568248331.shtml^&nbsp; &nbsp; &nbsp; &nbsp;同花顺股票讯 风帆股份11月6日涨1.92%,报14.85元,换手1.57%,成交额1.21亿元。该股今日主力流入2112万元,流出1726万元,...  ^1416648760^2014-11-22 17:32:40^同花顺金融服务网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://www.huagu.com/ci/fengfangufen/index-1.html^风帆股份^http://www.huagu.com/ci/fengfangufen/index-1.html^ 召开股东大会(600376)首开股份:召开2012年度第5次临时股东大会(002232)启明信息:召开2012年度第5次临时股东大会(002191)劲嘉股份:召开2012年度第3次临时股东大会(...  ^1417104000^2014-11-28 00:00:00^华股财经^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://download.hexun.com/Txtdata/stock_detail_1200378646.shtml^乐普医疗:非公开发行A股股票预案^http://download.hexun.com/Txtdata/stock_detail_1200378646.shtml^ 可穿戴医疗设备  家庭医疗健康综合服务  二、本次非公开发行的背景和目的  (一)本次非公开发行的背景  1、大健康产业在我国国家战略中的地位日益突出  健康...  ^1416833989^2014-11-24 20:59:49^和讯网^baidu_ns_search^keywords_corp_baidu.txt^^^130.96734333627538^
http://finance.ifeng.com/a/20141124/13300244_0.shtml^中国军工改革再曝一重磅信号 9股或最受益^http://finance.ifeng.com/a/20141124/13300244_0.shtml^从弹性来看,去年中船重工集团科研设计和技术服务实现收入147.89 亿元、毛利率30.84%,我们假定15%的净利率、净利润在22 亿元左右,是去年上市公司净利润的0.76 ...  ^1416785520^2014-11-24 07:32:00^凤凰网^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://paper.dzwww.com/dzrb/content/20141126/Articel19005MT.htm^“山东和谐”轮交付使用^http://paper.dzwww.com/dzrb/content/20141126/Articel19005MT.htm^ 11月18日,由山东海运股份有限公司投资、中船重工船舶设计研究中心设计、青岛北海船舶重工有限责任公司建造的新型25万吨级矿砂船首制船“山东和谐”轮在西海岸新区...  ^1416931200^2014-11-26 00:00:00^大众日报^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://finance.sina.com.cn/stock/gujiayidong/20141127/105320936057.shtml^军工板块直线攀升中国重工涨7.72%^http://finance.sina.com.cn/stock/gujiayidong/20141127/105320936057.shtml^ 和讯股票消息 周四早盘军工板块急速攀升,截至发稿,中国重工涨7.72%、中国船舶涨6.31%、广船国际涨6.06%、中航电子涨1.45%、中国卫星涨1.14%。 国泰君安...  ^1417056780^2014-11-27 10:53:00^新浪财经^baidu_ns_search^keywords_corp_baidu.txt^^^^
http://www.jc35.com/subject/ZT/2014sdxwpd/index.html^2014机床行业十大新闻事件盘点_新闻专题_中国机床商务网^http://www.jc35.com/subject/ZT/2014sdxwpd/index.html^ 10月,由南高齿机床集团旗下子公司——中传重型机床有限公司(以下简称“中传重机”)自主研制的世界最大加工直径七轴六联动螺旋桨加工机床,在用户武汉重工铸锻有限责任...  ^1416967740^2014-11-26 10:09:00^^baidu_ns_search^keywords_corp_baidu.txt^^^2.085172109443954^
http://www.nbd.com.cn/articles/2014-11-26/878486_12.html^军民融合15大概念股价值解析(名单)^http://www.nbd.com.cn/articles/2014-11-26/878486_12.html^中船重工旗下风帆股份、乐普医疗已经实施,预计未来会有更多企业实施这方面改革。 军工科研院所资产注入渐行渐近 我们认为,军工科研院所注入政策一放开,中国重工和...  ^1416981240^2014-11-26 13:54:00^每日经济新闻^baidu_ns_search^keywords_corp_baidu.txt^^^86.81553398058252^
http://news.ifeng.com/a/20141123/42546817_0.shtml^“向阳红09”船靠泊江阴港^http://news.ifeng.com/a/20141123/42546817_0.shtml^它将在江阴再次搭载上“蛟龙号”载人潜水器,于25日出发,赴西南印度洋执行2014—2015年试验性应用航次第二、三航段任务。 原标题:“向阳红09”船靠泊江阴港 将...  ^1416681660^2014-11-23 02:41:00^凤凰网^baidu_ns_search^keywords_hot_baidu.txt^^^95.96895213454073^
http://www.qianzhan.com/military/detail/275/141125-70785e56.html^日本造两栖舰与辽宁舰决战 中国海军如何应对?^http://www.qianzhan.com/military/detail/275/141125-70785e56.html^ 今年7月8日,日本防卫大臣小野寺五典在参观“马金岛”号时透露说,日自卫队将考虑引进两栖攻击舰。8月4日,他在东京的演讲进一步重申了两栖攻击舰的重要性,同时...  ^1416888020^2014-11-25 12:00:20^前瞻网^baidu_ns_search^keywords_hot_baidu.txt^^^^
http://news.163.com/14/1123/08/ABNM0JMO00014AED.html^贝因美成为中国蛟龙号科考合作伙伴^http://news.163.com/14/1123/08/ABNM0JMO00014AED.html^在22周年庆之际,贝因美助力国家深海基地管理中心举办新闻发布会,向全球征集国家深海基地管理中心和“蛟龙号”双LOGO。会上,国家深海基地管理中心授予贝因美“中国蛟龙...  ^1416703383^2014-11-23 08:43:03^网易新闻^baidu_ns_search^keywords_hot_baidu.txt^^^152.9560155239327^
http://news.sina.com.cn/o/2014-11-22/110831185947.shtml^蛟龙号母船“向阳红09号”今天将抵达江阴港^http://news.sina.com.cn/o/2014-11-22/110831185947.shtml^央广网江阴11月22日消息(江阴台记者钱薇)据中国之声《央广新闻》报道,圆满完成2014-2015年试验性应用航次第一航段科考任务之后,&quot;向阳红09&quot;船将再次搭载&quot;蛟龙号...  ^1416625680^2014-11-22 11:08:00^新浪^baidu_ns_search^keywords_hot_baidu.txt^^^95.98965071151355^
http://news.ifeng.com/a/20141124/42552186_0.shtml^“蛟龙号”将远航西南印度洋^http://news.ifeng.com/a/20141124/42552186_0.shtml^11月23日,在江苏省江阴市苏南国际码头,“蛟龙号”载人深潜器被顺利安装在试验母船“向阳红09”船上,将于25日远赴西南印度洋执行试验性应用航次第二、三航段任务...  ^1416775860^2014-11-24 04:51:00^凤凰网^baidu_ns_search^keywords_hot_baidu.txt^^^133.3570504527813^
http://acftu.people.com.cn/n/2014/1124/c67502-26077981.html^“蛟龙号”载人深潜器安装至母船^http://acftu.people.com.cn/n/2014/1124/c67502-26077981.html^11月23日,“蛟龙”号载人深潜器被缓缓吊起安装在母船“向阳红09”船的支架上。 当日,在江苏省江阴市苏南国际码头,“蛟龙号”载人深潜器顺利安装至试验母船“...  ^1416779700^2014-11-24 05:55:00^人民网^baidu_ns_search^keywords_hot_baidu.txt^^^136.78525226390684^
http://www.tianjinwe.com/rollnews/201411/t20141124_620256.html^“蛟龙号”载人深潜器安装至母船 即将远航^http://www.tianjinwe.com/rollnews/201411/t20141124_620256.html^11月23日,工作人员对安装在母船上的“蛟龙”号载人深潜器进行加固。当日,在江苏省江阴市苏南国际码头,“蛟龙号”载人深潜器顺利安装至试验母船“向阳红09”船,...  ^1416762222^2014-11-24 01:03:42^天津网^baidu_ns_search^keywords_hot_baidu.txt^^^136.78525226390684^
http://www.hehechengde.cn/site1/cdrb/html/2014-11/24/content_1696033.htm^承德新闻门户-和合承德网-承德日报|承德晚报-数字报纸|承德日报-...^http://www.hehechengde.cn/site1/cdrb/html/2014-11/24/content_1696033.htm^“蛟龙号”载人深潜器安装至母船 即将远航  “蛟龙号”载人深潜器安装至母船 即将远航  11月23日,工作人员对安装在母船上的“蛟龙”号载人深潜器进行加固。...  ^1416796808^2014-11-24 10:40:08^^baidu_ns_search^keywords_hot_baidu.txt^^^181.45924967658473^
http://www.chinadaily.com.cn/hqcj/xfly/2014-11-25/content_12775534.html^“蛟龙号”赶赴西南印度洋执行第二、三航段任务^http://www.chinadaily.com.cn/hqcj/xfly/2014-11-25/content_12775534.html^[提要] 据中国之声《新闻纵横》报道,在圆满完成2014-2015年试验性应用航次第一航段科考任务之后,今天,我国的深潜试验母船“向阳红09船”,将再次搭载“蛟龙号”...  ^1416872160^2014-11-25 07:36:00^中国日报^baidu_ns_search^keywords_hot_baidu.txt^^^121.11772315653293^
http://news.eastday.com/eastday/13news/auto/news/china/u7ai3036201_K4.html^“蛟龙号”赶赴西南印度洋执行第二、三航段任务^http://news.eastday.com/eastday/13news/auto/news/china/u7ai3036201_K4.html^原标题:“蛟龙号”赶赴西南印度洋执行第二、三航段任务 央广网北京11月25日消息 据中国之声《新闻纵横》报道,在圆满完成2014-2015年试验性应用航次第一航段科考...  ^1416871850^2014-11-25 07:30:50^东方网^baidu_ns_search^keywords_hot_baidu.txt^^^142.07244501940485^
http://finance.ifeng.com/a/20141125/13304818_0.shtml^中国载人深潜器“蛟龙号”首赴西南印度洋科考^http://finance.ifeng.com/a/20141125/13304818_0.shtml^2014—2015年蛟龙号试验性应用航次共分三个航段,今年6月至8月在西北太平洋开展了第一阶段的调查任务。第二、三航段于11月25日从江阴起航,2015年3月返回国内,...  ^1416895620^2014-11-25 14:07:00^凤凰网^baidu_ns_search^keywords_hot_baidu.txt^^^111.3868046571798^
http://www.cb.com.cn/info/2014_1127/1098107.html^关注“蛟龙号”深潜,分享食用油健康:第一坊“国家品质”再获认可^http://www.cb.com.cn/info/2014_1127/1098107.html^2014年11月25日,“蛟龙号”2014—2015年试验性应用航次(中国大洋35航次)第二、三航段的深海作业正式启动。此次航程,是继今年7月首次顺利完成西北太平洋第一航段...  ^1417071851^2014-11-27 15:04:11^中国经营网^baidu_ns_search^keywords_hot_baidu.txt^^^116.05950840879686^
http://www.js.xinhuanet.com/2014-11/26/c_1113413789.htm^我国首批女潜航员学员参与“蛟龙号”下潜作业^http://www.js.xinhuanet.com/2014-11/26/c_1113413789.htm^25日上午10时,“向阳红09”船搭载着“蛟龙号”载人潜水器从江阴出发,奔赴印度洋执行试验性应用航次第二、三航段任务。这次任务中,我国首批女潜航员学员将作为副...  ^1416983868^2014-11-26 14:37:48^新华网江苏频道^baidu_ns_search^keywords_hot_baidu.txt^^^115.4592496765847^
http://news.ifeng.com/a/20141128/42590668_0.shtml^贝因美全程助力中国蛟龙号^http://news.ifeng.com/a/20141128/42590668_0.shtml^2014年11月17日,贝因美在22周年庆之际,全程助力中国深海管理中心在北京钓鱼台召开“蛟龙号”载人潜水器双LOGO全球征集新闻发布会。中宣部相关领导、深海基地管理中心于...  ^1417116000^2014-11-28 03:20:00^凤凰网^baidu_ns_search^keywords_hot_baidu.txt^^^86.3208279430789^
http://news.163.com/14/1128/02/AC3RLSAN00014Q4P.html^贝因美儿童奶为蛟龙号潜航员健康保驾护航^http://news.163.com/14/1128/02/AC3RLSAN00014Q4P.html^在11月17日北京钓鱼台国宾馆,中国深海管理中心携手贝因美,举办“国家深海基地管理中心”与“中国蛟龙号科考”双LOGO全球征集新闻发布会。此次发布会,开辟了中国婴幼儿...  ^1417111979^2014-11-28 02:12:59^网易新闻^baidu_ns_search^keywords_hot_baidu.txt^^^90.91073738680463^
http://money.163.com/14/1126/06/ABV4A7UB00254TI5_17.html^辽宁舰也淘宝:网购式被装申领 一周内配送到位[2014-11-26](十七)^http://money.163.com/14/1126/06/ABV4A7UB00254TI5_17.html^&lt; 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 &gt; 在本页阅读全文 已推荐 0 关键词阅读: 辽宁舰 被装 申领 ...  ^1416953040^2014-11-26 06:04:00^网易财经^baidu_ns_search^keywords_hot_baidu.txt^^^^
http://money.163.com/14/1126/06/ABV4A3DP00254TI5_5.html^世界最强战舰排名:中国辽宁舰排第三后来居上[2014-11-26](五)^http://money.163.com/14/1126/06/ABV4A3DP00254TI5_5.html^第12名英国皇家海军海洋号两栖攻击舰netease 本文来源:人民网 古井贡酒 &lt; 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 &gt; 在本页阅读全文 ...  ^1416953040^2014-11-26 06:04:00^网易财经^baidu_ns_search^keywords_hot_baidu.txt^^^^
